idinmueble,cct1,cct2,cct3,cct4,inmueble,principal,alcaldia,coord_x,coord_y,CVEGEO_AGEB,CVE_MUN,CVE_AGEB,matricula_911,fuente_matricula_base,mat_2024_2025,mat_2025_2026,mat_2026_2027,mat_2027_2028,mat_2028_2029,mat_2029_2030,mat_2030_2031,mat_2031_2032,mat_2032_2033,mat_2033_2034,mat_2034_2035,mat_2035_2036,observaciones
800788,09DST0003X,,,,ESCUELA SECUNDARIA TÉCNICA 3,Secundaria,Cuauhtémoc,-99.128875,19.440926,0901500010659,015,0659,128,Estadística 911,128,125,122,119,116,113,110,108,105,102,100,97,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800789,09DST0006U,,,,ESCUELA SECUNDARIA TÉCNICA 6,Secundaria,Cuauhtémoc,-99.150522,19.428827,0901500010860,015,0860,655,Estadística 911,655,638,623,607,592,578,564,550,536,523,510,498,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800790,09DST0063L,,,,ESCUELA SECUNDARIA TÉCNICA 63,Secundaria,Cuauhtémoc,-99.130007,19.434623,0901500010752,015,0752,255,Estadística 911,255,249,243,237,231,225,219,214,209,204,199,194,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800791,09DST0008S,,,,ESCUELA SECUNDARIA TÉCNICA 8,Secundaria,Cuauhtémoc,-99.181945,19.408711,0901500011411,015,1411,502,Estadística 911,502,490,477,466,454,443,432,421,411,401,391,381,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800792,09DPR2503U,,,,ESPAÑA,Primaria,Cuauhtémoc,-99.131574,19.426384,0901500010907,015,0907,277,Estadística 911,277,270,262,255,248,241,235,228,222,215,209,204,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800793,09DPR2497Z,,,,ESTADO DE CHIHUAHUA,Primaria,Cuauhtémoc,-99.142286,19.448749,0901500010517,015,0517,311,Estadística 911,311,302,294,286,278,270,263,256,248,242,235,229,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800794,09DPR2530R,,,,ESTADO DE COAHUILA,Primaria,Cuauhtémoc,-99.156594,19.418001,0901500011110,015,1110,145,Estadística 911,145,141,137,133,130,126,123,119,116,113,110,107,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800795,09DPR2334P,,,,ESTADO DE DURANGO,Primaria,Cuauhtémoc,-99.133905,19.446138,0901500010540,015,0540,373,Estadística 911,373,362,353,343,333,324,315,307,298,290,282,274,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800796,09DJN0245S,,,,ESTADO DE MICHOACAN,Preescolar,Cuauhtémoc,-99.130278,19.460074,0901500010038,015,0038,167,Estadística 911,167,159,152,145,139,132,126,120,114,109,104,99,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800797,09DPR0903C,09DPR2391G,,,ESTADO DE SONORA,Primaria,Cuauhtémoc,-99.131972,19.456116,0901500010150,015,0150,211,Estadística 911,211,205,200,194,189,183,178,174,169,164,160,155,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800798,09DPR0899G,09DPR2442X,,,ESTADO DE TLAXCALA,Primaria,Cuauhtémoc,-99.127611,19.408764,090150001152A,015,152A,204,Estadística 911,204,199,193,188,183,178,173,168,163,159,154,150,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800799,09DPR2427E,09DBN0097R,,,ESTADO DE VERACRUZ,Primaria,Cuauhtémoc,-99.146067,19.440649,0901500010625,015,0625,196,Estadística 911,196,190,185,180,175,170,165,161,156,152,148,144,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800800,09DPR0901E,,,,ESTADO DE YUCATAN,Primaria,Cuauhtémoc,-99.138042,19.446622,0901500010521,015,0521,107,Estadística 911,107,104,101,98,96,93,91,88,86,83,81,79,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800801,09DPR1097X,,,,ESTADO DE ZACATECAS,Primaria,Cuauhtémoc,-99.130985,19.448365,0901500010339,015,0339,154,Estadística 911,154,150,146,142,138,134,130,126,123,120,117,113,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800802,09DJN1119B,,,,ESTANCIA JARDIN INFANTIL # 15 DIF,Preescolar,Cuauhtémoc,-99.133162,19.458287,0901500010108,015,0108,59,Estadística 911,59,56,54,51,49,47,45,42,40,39,36,35,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800803,09DJN1085B,,,,ESTANCIA JARDIN INFANTIL # 19 DIF,Preescolar,Cuauhtémoc,-99.161009,19.448007,0901500010555,015,0555,53,Estadística 911,53,51,48,46,44,42,40,38,36,35,33,31,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800805,09DJN0352A,,,,EVA SAMANO DE LÓPEZ MATEOS,Preescolar,Cuauhtémoc,-99.145911,19.454599,0901500010235,015,0235,71,Estadística 911,71,68,65,62,59,56,53,51,49,46,44,42,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800806,09DPR2498Z,09DPR2414A,,,EZEQUIEL A. CHÁVEZ,Primaria,Cuauhtémoc,-99.161632,19.44844,0901500010555,015,0555,261,Estadística 911,261,254,247,241,234,228,221,215,209,203,197,192,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800807,09DJN0831J,,,,FEDERICO FROEBEL,Preescolar,Cuauhtémoc,-99.160561,19.444496,0901500010593,015,0593,120,Estadística 911,120,114,109,104,99,95,90,86,82,78,74,71,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800808,09DPR1122F,09DBN0091X,,,FELIPE CARRILLO PUERTO,Primaria,Cuauhtémoc,-99.126635,19.460077,0901500010127,015,0127,252,Estadística 911,252,245,239,232,226,219,214,207,201,197,191,185,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800809,09DES0004D,09DES4004E,,,MOISÉS SAENZ,Secundaria,Cuauhtémoc,-99.159582,19.44172,0901500010593,015,0593,1079,Estadística 911,1079,1052,1026,1001,977,952,929,906,883,862,841,820,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800810,09DPR2430S,,,,FRANCISCO DIAZ COVARRUBIAS,Primaria,Cuauhtémoc,-99.138374,19.45665,0901500010080,015,0080,188,Estadística 911,188,182,177,173,168,164,159,155,151,146,142,138,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800811,09DPR2454B,09DBN0099P,,,FRANCISCO GINER DE LOS RIOS,Primaria,Cuauhtémoc,-99.139007,19.412066,0901500011267,015,1267,433,Estadística 911,433,421,409,398,387,376,365,356,346,336,327,318,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800812,09DPR2435N,,,,FRANCISCO GONZÁLEZ BOCANEGRA,Primaria,Cuauhtémoc,-99.140027,19.43954,0901500010644,015,0644,143,Estadística 911,143,139,135,131,128,124,120,117,114,111,108,105,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800813,09DPR2434O,,,,FRANCISCO MEDINA ASCENCIO,Primaria,Cuauhtémoc,-99.136677,19.45431,0901500010292,015,0292,226,Estadística 911,226,220,213,208,202,197,191,186,181,175,171,166,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800814,09DPR2431R,,,,FRAY BARTOLOME DE LAS CASAS,Primaria,Cuauhtémoc,-99.149975,19.441166,0901500010610,015,0610,216,Estadística 911,216,210,205,199,193,188,183,178,173,168,163,159,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800815,09DPR2441Y,,,,FRAY LUIS DE LEON,Primaria,Cuauhtémoc,-99.146479,19.442264,0901500010610,015,0610,247,Estadística 911,247,240,234,227,221,215,209,203,197,192,187,182,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800816,09DPR2432Q,,,,FRAY MELCHOR DE TALAMANTES,Primaria,Cuauhtémoc,-99.147082,19.453787,0901500010362,015,0362,378,Estadística 911,378,367,358,348,338,329,319,311,302,294,286,278,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800817,09DPR2477M,09DPR2339K,,,GABINO BARREDA,Primaria,Cuauhtémoc,-99.127091,19.432,0901500010786,015,0786,314,Estadística 911,314,306,297,289,281,273,266,258,251,244,237,231,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800818,09DPR2407R,,,,GABRIEL LEYVA SOLANO,Primaria,Cuauhtémoc,-99.132987,19.456448,0901500010150,015,0150,261,Estadística 911,261,254,247,241,234,228,221,215,209,203,197,192,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800819,09DJN0108P,09DJN0109O,,,GALACION GOMEZ,Preescolar,Cuauhtémoc,-99.133128,19.460838,0901500010108,015,0108,107,Estadística 911,107,102,97,93,89,84,80,77,73,70,67,63,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800820,09DES0200F,,,,GENERAL AUGUSTO CÉSAR SANDINO,Secundaria,Cuauhtémoc,-99.133942,19.445154,0901500010540,015,0540,306,Estadística 911,306,299,291,284,277,270,263,257,251,245,238,232,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800821,09DJN0726Z,,,,GUADALUPE CAMPOS SOLIS,Preescolar,Cuauhtémoc,-99.15405,19.42892,0901500010856,015,0856,99,Estadística 911,99,94,90,86,82,78,74,71,67,65,62,59,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800822,09DPR2346U,,,,GUADALUPE CENICEROS DE ZAVALETA,Primaria,Cuauhtémoc,-99.129773,19.439099,0901500010659,015,0659,371,Estadística 911,371,361,351,341,332,323,314,306,297,289,281,273,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800823,09DPR2453C,09DPR2444V,,,GUELATAO DE JUÁREZ,Primaria,Cuauhtémoc,-99.135797,19.419959,0901500011055,015,1055,389,Estadística 911,389,378,368,357,347,338,329,320,311,302,294,286,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800824,09DPR0850O,,,,GUSTAVO PEDRO MAHR,Primaria,Cuauhtémoc,-99.147901,19.449104,0901500010502,015,0502,158,Estadística 911,158,154,149,145,141,138,134,130,126,123,120,116,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800825,09DJN0743P,,,,HERBERT SPENCER,Preescolar,Cuauhtémoc,-99.146704,19.441316,0901500010610,015,0610,149,Estadística 911,149,142,135,129,123,117,112,107,102,97,93,88,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800826,09DES0003E,,,,HÉROES DE CHAPULTEPEC,Secundaria,Cuauhtémoc,-99.158134,19.425005,0901500010841,015,0841,520,Estadística 911,520,508,495,483,471,460,448,437,426,416,406,396,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800827,09DPR2539I,,,,HORACIO MANN,Primaria,Cuauhtémoc,-99.155459,19.425691,0901500010856,015,0856,134,Estadística 911,134,130,127,123,119,116,113,110,107,104,101,98,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800828,09DPR1134K,,,,I.S.S.S.T.E.,Primaria,Cuauhtémoc,-99.147088,19.456537,0901500010220,015,0220,278,Estadística 911,278,271,263,256,249,242,236,229,223,216,210,205,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800829,09DPR3132Z,,,,IGNACIO L. VALLARTA,Primaria,Cuauhtémoc,-99.161078,19.420915,0901500011002,015,1002,135,Estadística 911,135,131,128,124,120,117,114,111,107,105,102,99,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800830,09DPR2321L,,,,IGNACIO M. ALTAMIRANO,Primaria,Cuauhtémoc,-99.147249,19.43922,0901500010610,015,0610,207,Estadística 911,207,201,196,191,185,180,175,170,165,161,156,152,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800831,09DJN0719P,,,,INES VILLARREAL,Preescolar,Cuauhtémoc,-99.149075,19.407171,0901500011394,015,1394,96,Estadística 911,96,92,87,83,79,76,72,69,65,63,60,57,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800832,09DJN0745N,,,,ISLANDIA,Preescolar,Cuauhtémoc,-99.170627,19.402033,0901500011430,015,1430,34,Estadística 911,34,32,31,29,28,27,26,24,23,22,21,20,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800833,09DPR1136I,,,,ITALIA,Primaria,Cuauhtémoc,-99.141807,19.448829,0901500010517,015,0517,196,Estadística 911,196,190,185,180,175,170,165,161,156,152,148,144,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800834,09DJN0698T,,,,JAIME NUNO,Preescolar,Cuauhtémoc,-99.137608,19.44663,0901500010521,015,0521,152,Estadística 911,152,145,139,132,126,120,114,109,104,99,95,90,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800835,09DPR2532P,09DPR3135X,,,JAIME NUNO,Primaria,Cuauhtémoc,-99.136921,19.445171,0901500010536,015,0536,335,Estadística 911,335,326,317,308,300,292,284,275,268,261,253,246,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800836,09DPR2491F,09DPR2490G,,,JOAQUIN GARCÍA ICAZBALCETA,Primaria,Cuauhtémoc,-99.131229,19.427526,0901500010907,015,0907,281,Estadística 911,281,273,266,258,251,244,238,231,225,218,213,206,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800837,09DES0187B,,,,JOAQUÍN GARCÍA ICAZBALCETA,Secundaria,Cuauhtémoc,-99.131755,19.418148,090150001106A,015,106A,336,Estadística 911,336,328,319,312,304,296,290,282,276,268,262,256,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800838,09DES0014K,,,,JORGE QUIJANO,Secundaria,Cuauhtémoc,-99.148459,19.425656,0901500010860,015,0860,364,Estadística 911,364,355,346,338,329,321,314,305,298,290,284,276,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800839,09DPR1135J,,,,JOSÉ ANTONIO TORRES,Primaria,Cuauhtémoc,-99.149956,19.454564,0901500010199,015,0199,206,Estadística 911,206,200,195,190,184,179,174,169,164,160,156,151,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800840,09DPR5088Q,,,,JOSÉ GOROSTIZA,Primaria,Cuauhtémoc,-99.144085,19.447598,090150001056A,015,056A,143,Estadística 911,143,138,135,132,128,124,121,117,114,111,108,105,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
